start_date,end_date,duration,consent,condition,condition_for,condition_rol,timeEvent_forVic,moral,dim,color,visualDetail,sound,smell,touch,taste,vivid,detail,comprehensible,complex,realistic,location,setting,objects,people,time,year,season,day,hour,long,tone,implicationsThen,implicationsNow,felt,valenceThen,intensityThen,valenceNow,intensityNow,thoughts,reveal,before,after,accuracy,oftenThought,oftenTalked,timeEvent_unPer,check_time_unPer,attncheck_unPer,age,gender,education,language,race,attn_check_cond
3/18/20 18:36,3/18/20 18:49,782,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,6,7,6,7,1,1,1,7,7,7,7,7,7,7,7,7,7,5,7,7,7,3,1,6,7,7,1,7,1,3,7,5,1,6,6,6,3,17-Oct,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",38,female,2-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:40,3/18/20 18:49,562,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,3,5,6,3,5,1,1,1,5,6,6,2,7,6,6,5,6,6,6,5,4,6,5,3,3,1,3,2,5,2,5,6,5,3,5,2,3,2,NA,NA,NA,25,male,Masters Degree,English,Asian/Asian American,TRUE
3/18/20 18:43,3/18/20 18:49,370,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,7,1,7,1,1,1,7,7,5,7,7,7,4,7,7,5,7,7,6,7,7,1,7,7,7,1,7,1,7,7,7,6,7,7,7,5,NA,NA,NA,40,male,4-year College Degree,english,"Caucasian/White,Asian/Asian American",TRUE
3/18/20 18:41,3/18/20 18:49,494,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,5,6,6,7,2,5,6,6,6,5,5,6,5,5,6,5,5,7,6,5,6,6,5,6,6,6,5,5,6,6,6,6,5,6,5,6,6,"March, 2015",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",33,male,4-year College Degree,English,African American/Black,TRUE
3/18/20 18:45,3/18/20 18:49,258,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,5,4,6,2,7,3,5,1,5,6,3,5,6,5,6,6,5,3,5,6,4,5,3,1,3,3,2,3,5,5,6,5,3,5,5,5,3,3,NA,NA,NA,35,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:43,3/18/20 18:50,400,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,7,6,7,7,1,5,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,5,5,7,7,7,7,1,3,12-May,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",31,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:42,3/18/20 18:50,460,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,7,3,3,3,2,2,2,2,5,3,5,5,5,5,3,2,5,5,5,3,3,2,5,5,5,3,5,4,6,4,3,5,6,3,3,6,3,3,NA,NA,NA,40,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:39,3/18/20 18:50,649,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,6,7,6,5,3,6,6,7,5,7,3,6,6,6,5,6,6,7,6,5,6,6,2,6,5,6,2,5,6,6,6,6,6,6,6,6,3,13-Aug,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",29,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:37,3/18/20 18:50,766,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,5,5,6,5,5,1,2,1,5,6,5,4,6,5,6,6,6,6,4,5,4,4,4,3,6,3,6,2,6,3,5,5,5,4,6,6,5,3,NA,NA,NA,59,female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:40,3/18/20 18:50,613,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,7,7,7,1,7,2,7,7,7,1,7,7,4,7,7,7,7,7,7,7,7,1,4,7,7,1,7,1,7,6,1,5,2,7,7,3,NA,NA,NA,39,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:46,3/18/20 18:50,261,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,7,6,7,6,2,1,7,1,5,5,7,3,7,7,7,5,6,5,7,7,3,6,2,1,4,1,7,1,6,3,1,5,2,6,7,7,2,2,NA,NA,NA,27,Male,Some College,English,Caucasian/White,TRUE
3/18/20 18:43,3/18/20 18:50,460,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,7,7,7,2,7,1,7,7,7,5,7,7,7,7,7,7,7,7,7,7,3,1,6,6,7,1,7,1,7,7,5,3,7,7,6,5,NA,NA,NA,58,male,Some College,English,Caucasian/White,TRUE
3/18/20 18:44,3/18/20 18:50,373,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,3,6,1,5,5,4,2,2,5,6,5,5,6,7,7,7,7,6,6,7,4,5,3,3,3,3,5,2,5,3,6,6,5,5,3,4,6,3,14-May,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",51,female,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:44,3/18/20 18:50,361,Accept HIT,UnforgVic,No forgiveness,Victim,NA,4,7,3,5,3,1,3,1,5,7,5,6,5,5,5,5,5,4,6,6,6,6,3,2,6,5,7,2,5,2,6,6,3,3,5,5,4,2,NA,NA,NA,30,male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:46,3/18/20 18:50,297,Accept HIT,ForgVic,Forgiveness,Victim,2-Jun,7,7,7,7,1,1,1,5,7,7,7,1,7,7,4,7,7,7,7,7,7,6,7,1,1,1,7,1,7,1,7,7,1,1,7,1,2,2,NA,NA,NA,36,male,Masters Degree,english,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 18:51,341,Accept HIT,ForgVic,Forgiveness,Victim,"May, 2014",3,6,5,5,6,1,1,1,5,6,6,3,7,7,6,3,7,4,4,5,3,5,2,2,6,3,6,1,6,3,2,5,5,3,2,5,5,2,NA,NA,NA,37,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:44,3/18/20 18:51,419,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,2,7,6,3,4,2,3,1,7,7,7,5,6,7,7,7,7,7,7,7,7,7,6,2,6,7,7,3,6,3,2,7,5,6,7,7,2,2,"March, 2010",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",47,Male,4-year College Degree,English,Latino/Hispanic,TRUE
3/18/20 18:45,3/18/20 18:51,374,Accept HIT,ForgVic,Forgiveness,Victim,12-Jul,5,6,6,2,2,1,1,4,5,4,5,5,6,3,5,3,3,5,5,3,3,3,4,1,6,5,6,2,5,2,5,5,4,5,4,2,4,4,NA,NA,NA,32,Male,Some College,English,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 18:51,363,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,5,5,5,2,1,5,1,5,4,6,5,3,7,5,4,4,4,3,5,5,4,3,1,7,6,6,1,7,2,5,5,4,5,5,7,7,7,NA,NA,NA,42,male,Some College,English,Caucasian/White,TRUE
3/18/20 18:39,3/18/20 18:51,744,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,7,7,7,7,1,3,1,7,7,7,5,7,7,6,6,7,7,7,7,7,7,6,1,5,6,7,1,7,1,6,7,7,7,7,1,4,2,"September, 2015",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",47,female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:48,3/18/20 18:51,224,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,7,6,7,7,1,2,1,7,6,6,3,7,7,7,5,6,7,7,7,6,6,2,1,7,7,7,1,7,1,7,6,2,5,6,7,6,3,NA,NA,NA,34,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:41,3/18/20 18:51,651,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,3,6,7,6,6,1,1,1,7,6,7,2,7,7,7,6,7,7,6,6,7,7,3,6,5,3,7,2,5,4,4,7,5,5,5,3,1,3,NA,NA,NA,31,Female,Masters Degree,English,"Asian/Asian American,Latino/Hispanic",TRUE
3/18/20 18:36,3/18/20 18:52,910,Accept HIT,ForgVic,Forgiveness,Victim,17-Jun,7,7,6,7,3,1,5,1,7,7,7,7,7,7,5,7,6,7,7,6,6,4,7,1,5,5,7,1,7,1,7,7,4,7,6,6,7,7,NA,NA,NA,43,Male,Some College,English,Caucasian/White,TRUE
3/18/20 18:42,3/18/20 18:52,599,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,6,7,7,1,1,1,1,7,6,6,6,6,7,6,7,7,6,7,6,6,5,6,1,4,7,7,1,7,1,5,5,6,5,5,5,3,2,NA,NA,NA,42,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:48,3/18/20 18:52,245,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,3,4,5,3,3,1,1,1,3,4,5,4,5,2,4,3,4,5,5,2,4,2,4,3,2,5,5,2,6,2,4,5,4,2,4,3,5,1,17-Mar,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",33,female,Masters Degree,English,Asian/Asian American,TRUE
3/18/20 18:39,3/18/20 18:52,738,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,7,4,4,7,1,1,1,7,7,7,1,7,7,6,7,4,6,7,7,7,4,6,1,6,3,7,1,7,1,5,7,1,1,6,7,4,5,NA,NA,NA,43,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:41,3/18/20 18:52,655,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,7,5,2,6,6,1,5,1,6,5,6,2,6,7,6,5,5,5,6,7,6,3,5,6,7,5,7,2,7,2,6,5,6,6,6,6,5,6,NA,NA,NA,29,male,High School / GED,English,"African American/Black,Caucasian/White,Other",TRUE
3/18/20 18:42,3/18/20 18:52,568,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,3,7,5,1,1,7,7,5,3,7,1,7,1,4,6,6,1,5,2,3,3,1,1,6,6,7,1,7,1,4,2,1,1,1,7,7,3,NA,NA,NA,45,Female,Some College,English,"Caucasian/White,Native American/Alaskan",TRUE
3/18/20 18:36,3/18/20 18:52,1001,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,3,6,7,6,1,1,1,1,7,5,6,6,6,5,6,5,5,6,6,5,5,5,6,2,2,5,6,5,6,2,5,3,4,6,6,5,3,3,15-Oct,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",32,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:47,3/18/20 18:52,330,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,6,6,7,1,1,1,1,6,5,6,4,7,6,5,4,6,6,7,4,7,2,3,1,6,5,7,1,6,1,4,7,4,4,7,1,3,2,NA,NA,NA,46,male,High School / GED,english,Caucasian/White,TRUE
3/18/20 18:43,3/18/20 18:52,555,Accept HIT,ForgVic,Forgiveness,Victim,14-Sep,5,5,7,6,6,5,3,2,6,5,6,5,6,6,7,5,6,6,5,6,6,5,6,2,7,5,7,1,5,2,6,5,5,6,3,3,5,3,NA,NA,NA,20,Cis female,Some College,English,Caucasian/White,TRUE
3/18/20 18:37,3/18/20 18:52,906,Accept HIT,ForgVic,Forgiveness,Victim,15-Aug,5,6,5,6,6,2,6,2,4,2,6,5,2,2,2,2,1,5,2,6,5,2,6,5,3,2,7,2,3,6,6,2,2,3,6,5,6,5,NA,NA,NA,35,male,4-year College Degree,English,African American/Black,TRUE
3/18/20 18:39,3/18/20 18:52,774,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,7,7,7,5,5,1,6,2,7,6,6,3,7,7,7,7,5,5,7,6,6,6,6,1,7,6,6,1,5,1,6,7,3,3,7,7,6,7,NA,NA,NA,29,Male,High School / GED,English,Caucasian/White,TRUE
3/18/20 18:40,3/18/20 18:52,743,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,1,6,7,7,7,1,1,1,7,6,6,2,7,7,5,3,3,6,5,1,5,5,1,2,3,5,7,2,7,4,2,7,6,5,6,6,5,5,NA,NA,NA,28,Female,Some College,English,Caucasian/White,TRUE
3/18/20 18:47,3/18/20 18:53,365,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,6,4,6,7,1,6,1,5,1,7,4,5,1,6,5,5,6,6,7,7,5,5,1,7,4,6,1,7,1,5,6,3,3,1,6,3,3,19-Jul,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",24,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 18:53,445,Accept HIT,UnforgVic,No forgiveness,Victim,NA,5,3,6,3,6,1,1,1,5,3,7,5,7,1,5,1,1,5,5,2,5,2,2,2,2,1,7,2,6,3,2,5,5,5,3,3,2,2,NA,NA,NA,35,female,"Professional Degree (JD, MD)",English,Caucasian/White,TRUE
3/18/20 18:44,3/18/20 18:53,516,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,6,5,7,2,7,5,6,7,7,7,2,7,7,7,7,7,7,7,5,7,7,7,1,2,6,4,2,4,1,7,5,7,7,5,6,6,2,10-Mar,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",50,male,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:40,3/18/20 18:53,802,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,5,7,5,5,1,1,1,5,4,4,2,5,4,5,4,4,5,5,5,3,4,3,3,2,2,5,2,5,2,5,4,4,3,4,6,3,1,17-Sep,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",28,Female,Some College,English,African American/Black,TRUE
3/18/20 18:37,3/18/20 18:53,967,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,5,4,2,3,1,1,1,5,5,5,2,2,6,3,1,2,3,4,3,3,4,7,2,2,2,6,2,6,1,6,6,6,2,2,7,6,6,NA,NA,NA,29,Male,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:47,3/18/20 18:53,368,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,6,6,6,2,3,7,3,6,5,4,5,5,2,6,3,5,6,2,5,6,5,3,1,3,5,7,5,7,7,6,5,5,3,3,2,7,2,NA,NA,NA,35,Female,4-year College Degree,Filipino,Asian/Asian American,TRUE
3/18/20 18:41,3/18/20 18:54,768,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,5,7,6,7,2,3,1,6,3,7,2,7,6,7,5,5,5,3,5,3,7,1,1,3,2,7,1,6,1,5,5,4,2,7,6,3,3,NA,NA,NA,28,Woman,Some College,English,Caucasian/White,TRUE
3/18/20 18:49,3/18/20 18:54,299,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,6,7,6,1,4,1,7,6,6,6,6,6,4,5,4,6,7,7,6,6,6,1,6,5,7,1,6,1,7,7,4,4,4,6,4,4,NA,NA,NA,27,female,"Professional Degree (JD, MD)",English,Asian/Asian American,TRUE
3/18/20 18:49,3/18/20 18:54,265,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,5,7,6,5,1,2,1,5,5,6,5,6,6,5,5,4,5,7,6,5,3,2,1,6,5,7,1,7,2,3,5,5,4,3,5,3,2,"November, 2019",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",20,Female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:48,3/18/20 18:54,365,Accept HIT,ForgVic,Forgiveness,Victim,19-Aug,5,6,5,4,3,1,1,1,5,5,5,5,6,4,6,3,4,3,7,5,5,6,3,2,7,7,7,1,7,3,3,3,5,2,3,4,7,5,NA,NA,NA,28,female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:42,3/18/20 18:54,722,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,6,5,6,1,2,1,2,4,5,7,5,7,7,6,4,3,7,6,5,6,5,4,2,7,7,7,1,7,1,6,5,5,4,6,7,3,1,"July, 2012",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",60,male,Some College,English,Latino/Hispanic,TRUE
3/18/20 18:45,3/18/20 18:54,562,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,2,3,4,3,3,1,1,2,5,4,5,4,6,6,5,4,4,4,3,3,4,4,4,4,3,3,4,4,3,3,3,4,4,4,3,5,5,3,"Feb, 2012",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",54,male,Some College,English,Caucasian/White,TRUE
3/18/20 18:40,3/18/20 18:54,882,Accept HIT,UnforgVic,No forgiveness,Victim,NA,3,7,6,7,3,1,5,2,7,7,5,3,7,6,7,7,6,6,7,6,6,7,6,2,7,6,7,1,7,2,6,7,6,6,6,7,7,5,NA,NA,NA,39,Male,Some College,English,African American/Black,TRUE
3/18/20 18:46,3/18/20 18:54,500,Accept HIT,UnforgVic,No forgiveness,Victim,NA,5,5,5,5,1,1,2,1,5,6,5,7,5,2,4,3,3,5,5,1,1,1,7,2,3,7,5,1,5,2,5,5,5,3,5,7,2,1,NA,NA,NA,49,female,Masters Degree,english,Caucasian/White,TRUE
3/18/20 18:41,3/18/20 18:54,770,Accept HIT,ForgVic,Forgiveness,Victim,10-Jan,7,7,5,6,1,1,1,1,7,6,4,7,4,3,3,4,2,6,5,4,5,4,3,2,6,7,4,1,5,1,7,5,4,3,4,5,5,5,NA,NA,NA,37,Female,Some College,English,Caucasian/White,TRUE
3/18/20 18:46,3/18/20 18:54,477,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,2,7,4,6,1,1,1,1,7,7,7,1,7,7,7,7,7,7,7,1,1,1,5,1,7,7,7,4,7,1,7,7,5,1,1,7,5,3,12-May,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",68,male,"Professional Degree (JD, MD)",english,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 18:55,560,Accept HIT,ForgVic,Forgiveness,Victim,13-Aug,6,6,7,6,1,1,2,1,7,7,6,3,5,7,7,6,5,6,3,2,3,2,3,5,5,1,7,2,5,3,2,6,2,1,3,7,1,5,NA,NA,NA,44,female,High School / GED,English,Caucasian/White,TRUE
3/18/20 18:43,3/18/20 18:55,695,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,5,6,5,7,1,1,1,6,6,7,3,7,7,6,3,7,2,7,6,4,2,3,2,6,5,7,2,6,2,5,7,5,5,6,6,3,1,NA,NA,NA,47,male,4-year College Degree,English,African American/Black,TRUE
3/18/20 18:49,3/18/20 18:55,394,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,5,5,5,7,5,7,2,7,5,7,5,7,6,6,6,6,5,7,7,6,6,2,5,7,5,6,2,7,2,6,6,5,6,7,1,6,6,NA,NA,NA,27,male,Some College,english,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 18:55,621,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,3,5,5,3,3,2,3,3,5,3,3,5,2,3,5,3,3,3,3,5,5,5,3,5,5,5,3,3,3,3,3,3,5,5,5,5,3,3,18-Dec,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",26,male,Some College,english,Native American/Alaskan,TRUE
3/18/20 18:48,3/18/20 18:56,462,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,5,7,5,5,1,3,1,4,4,4,6,3,6,5,1,1,1,5,7,1,1,7,4,2,3,6,4,2,3,3,5,6,5,5,2,2,3,"July, 2019",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",31,male,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:49,3/18/20 18:56,411,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,3,2,2,4,2,7,3,4,7,2,2,3,3,5,2,3,5,3,6,2,3,5,5,6,3,5,5,6,5,2,5,6,2,1,3,2,2,17-Apr,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",28,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 18:56,265,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,5,7,3,7,5,1,1,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,5,1,6,3,7,4,7,1,7,5,5,5,5,7,2,1,NA,NA,NA,29,Male,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:47,3/18/20 18:56,553,Accept HIT,ForgVic,Forgiveness,Victim,16-Jun,6,3,5,4,4,1,5,1,3,4,4,3,3,6,5,3,4,5,4,3,2,5,1,1,3,3,5,3,3,1,5,4,4,2,5,3,4,5,NA,NA,NA,27,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:36,3/18/20 18:56,1205,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,6,7,6,6,6,6,1,6,6,6,6,7,7,6,6,7,7,6,6,6,7,7,6,7,6,7,6,6,1,6,7,7,6,7,5,7,2,NA,NA,NA,25,male,2-year College Degree,english,African American/Black,TRUE
3/18/20 18:51,3/18/20 18:57,363,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,5,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,3,4,7,7,4,5,NA,NA,NA,31,Female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:53,3/18/20 18:57,249,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,2,4,4,4,1,1,3,1,3,4,5,3,6,4,5,4,3,5,3,2,4,4,5,4,6,6,5,4,5,4,2,3,5,4,4,2,4,3,NA,NA,NA,34,female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:47,3/18/20 18:57,585,Accept HIT,ForgVic,Forgiveness,Victim,"February, 2017",6,7,5,6,7,1,1,1,7,6,7,5,7,7,7,7,7,7,7,7,7,5,2,1,3,5,7,1,6,1,6,7,5,5,6,7,3,3,NA,NA,NA,38,Female,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:48,3/18/20 18:57,568,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,4,7,3,6,1,1,1,4,4,6,5,7,6,6,5,6,3,3,6,5,3,3,1,6,6,7,1,7,2,4,5,2,5,6,5,5,1,NA,NA,NA,33,Male,4-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:49,3/18/20 18:57,476,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,1,6,7,7,2,1,7,1,5,5,6,3,7,6,7,5,5,5,5,5,6,5,2,4,1,1,6,3,3,4,1,5,1,5,4,7,2,2,NA,NA,NA,23,male,High School / GED,English,Caucasian/White,TRUE
3/18/20 18:48,3/18/20 18:57,570,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,7,7,3,1,5,1,7,7,7,7,7,7,7,7,6,7,7,7,7,7,5,1,7,7,7,1,7,1,6,7,7,7,7,7,5,2,NA,NA,NA,63,female,Some College,English,Caucasian/White,TRUE
3/18/20 18:48,3/18/20 18:57,584,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,6,7,3,5,1,2,1,6,6,6,2,7,7,6,6,6,6,7,5,6,7,6,1,1,5,7,1,6,2,5,6,6,2,3,6,6,1,15-Aug,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",32,Female,4-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:50,3/18/20 18:58,479,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,4,7,7,1,7,1,7,7,3,7,7,7,5,3,"January, 2016",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",29,Male,High School / GED,English,Latino/Hispanic,TRUE
3/18/20 18:50,3/18/20 18:58,491,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,5,6,6,4,1,1,1,7,6,6,5,7,6,6,7,6,5,5,6,5,6,4,1,7,7,7,1,7,1,7,5,6,3,5,7,7,1,NA,NA,NA,34,Female,Some College,English,Caucasian/White,TRUE
3/18/20 18:51,3/18/20 18:58,384,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,4,6,7,6,5,1,2,1,6,6,6,6,7,7,6,6,6,5,5,7,6,5,2,2,7,6,7,2,6,3,6,6,3,3,6,6,5,2,NA,NA,NA,34,male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:49,3/18/20 18:58,519,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,7,5,5,7,1,1,1,6,6,5,1,7,7,5,5,3,7,7,6,6,7,4,4,5,2,7,2,6,3,6,7,6,7,6,3,3,7,NA,NA,NA,37,Female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:49,3/18/20 18:58,537,Accept HIT,ForgVic,Forgiveness,Victim,13-Aug,6,7,7,6,5,1,2,1,7,7,7,3,7,7,7,7,6,7,7,7,7,7,3,2,7,6,7,2,6,3,2,7,7,7,7,7,4,5,NA,NA,NA,27,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:46,3/18/20 18:59,786,Accept HIT,ForgVic,Forgiveness,Victim,15-Aug,7,6,7,6,2,2,2,1,6,5,3,6,2,7,6,6,6,6,6,6,6,6,5,2,7,7,7,1,7,2,6,2,6,3,7,6,4,2,NA,NA,NA,27,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:51,3/18/20 18:59,495,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,7,6,4,7,1,2,1,6,7,6,1,6,7,7,6,7,7,6,6,7,7,7,7,7,5,7,1,5,3,5,6,2,1,1,7,6,6,16-Apr,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",24,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:50,3/18/20 18:59,560,Accept HIT,ForgVic,Forgiveness,Victim,12-Jul,7,7,6,6,5,2,2,1,6,6,6,4,7,5,4,3,5,6,4,4,5,1,6,1,7,7,7,1,7,1,6,7,5,2,7,7,5,3,NA,NA,NA,36,Female,Some College,English,Caucasian/White,TRUE
3/18/20 18:55,3/18/20 18:59,220,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,6,6,6,5,3,6,2,5,3,2,2,7,6,6,5,6,6,6,5,6,5,5,6,5,7,5,5,5,6,5,6,3,5,6,6,5,2,12-Mar,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",34,f,2-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:47,3/18/20 18:59,731,Accept HIT,ForgVic,Forgiveness,Victim,"January, 2013",6,6,5,5,2,1,5,2,5,5,5,5,5,6,5,5,5,5,6,6,6,6,5,5,5,3,6,5,6,5,3,6,5,6,6,6,6,5,NA,NA,NA,34,Female,4-year College Degree,Hindi,Asian/Asian American,TRUE
3/18/20 18:49,3/18/20 18:59,619,Accept HIT,ForgVic,Forgiveness,Victim,"May, 2012",5,6,7,6,5,2,3,1,6,7,7,6,7,7,5,5,7,6,5,5,7,6,5,1,7,6,7,1,7,2,5,7,4,3,6,6,7,6,NA,NA,NA,35,Male,Some College,English,"Latino/Hispanic,Other",TRUE
3/18/20 18:55,3/18/20 18:59,246,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,3,7,4,2,1,6,1,5,3,5,3,7,5,7,2,5,4,7,5,3,5,3,1,5,5,6,1,7,1,4,3,4,3,4,5,3,3,NA,NA,NA,29,Female,Some College,English,Caucasian/White,TRUE
